Zawiadomienie;Rodzaj zawiadomienia;Utworzono dnia;Pocz. zakłóc. (godz.);Koniec zakłóc.(godz.);Przestój;Urządzenie;Lokalizacja funkc.;Lokalizacja;Opis;Czas przestoju;Jedn. czasu przest.;Wpływ;Kod uszkodzenia;Tekst dot. szkody;Kod przyczyny;Ozn. lokaliz. funkc.;Line functional location;Ozn. lokaliz. funkc.;Oznaczenie obiektu
12522399;1P;05.02.2025;19:05:30;00:49:26;X;10130780;PLPA-PR-U11-010703-005;UGP11;Awaria czapkarki;5,73E+00;H;3;102;Zacinanie się;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zrobotyzowane urząd.nakład. cover 2
12522539;1P;05.02.2025;19:11:14;00:49:10;X;10116398;PLPA-PR-U11-010703-004;UGP11;Regulacja temperatury noży;5,63E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12522672;1P;05.02.2025;20:15:23;20:57:18;X;10118184;PLPA-PR-U11-010703-003;UGP11;Pęknięta piła;6,99E-01;H;2;103;Zużycie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 1
12522757;1P;05.02.2025;21:07:21;05:43:47;X;10116398;PLPA-PR-U11-010703-004;UGP11;Regulacja docisku szczęk folii;8,61E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12522734;1P;06.02.2025;00:08:21;00:00:00;X;10116394;PLPA-PR-U11-010703-004;UGP11;Regulacja temperatury noży;0,00E+00;H;2;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12523000;1P;06.02.2025;01:19:26;03:25:45;X;10116568;PLPA-PR-U11-010703-005;UGP11;Awaria kartoniarki 6;2,11E+00;H;3;102;Zacinanie się;104;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -3
12522999;1P;06.02.2025;02:12:10;03:25:26;X;10115784;PLPA-PR-U11-010703-006;UGP11;Regulacja maczaków;1,22E+00;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12523122;1P;06.02.2025;06:43:22;10:03:24;X;10152113;PLPA-PR-U11-010703-002;UGP11;Uszkodzony przewód na windzie T23;3,33E+00;H;1;107;Awaria sterowania;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Kartoniarka czapkarka
12523018;1P;06.02.2025;07:09:38;08:24:41;;10116831;PLPA-PR-U11-010717;UGP11;Nieprawidłowe podawanie kleju;0,00E+00;H;2;105;Zatkanie;108;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 3     003775
12523160;1P;06.02.2025;06:47:55;12:41:33;X;10127175;PLPA-PR-U11-010703-004;UGP11;Błędy odczytu temperatur;5,89E+00;H;3;113;Błąd uziemienia / Błąd zerowania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-0
12523282;1P;06.02.2025;08:18:36;12:41:49;X;10116394;PLPA-PR-U11-010703-004;UGP11;Nie rozcina cukierka;4,39E+00;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12523370;1P;06.02.2025;09:24:42;00:00:00;;10229889;PLPA-UT-041-100000-005;UGP11;Uszkodzony przewód ciśnieniowy….;0,00E+00;H;1;;;;Washing machine 4 RAF/TAB;PLPA-UT-041-100000;Aminex,Myjki,Control Room,Mielenie odpad;1-Myjka form RAFFAELLO/TABLETS
12523427;1P;06.02.2025;11:00:20;12:15:00;X;10116830;PLPA-PR-U11-010717;UGP11;WYMIANA GRZAŁKI GŁÓWNEJ;1,24E+00;H;3;110;Przerwa w obwodzie;112;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 2     003231
12523601;1P;06.02.2025;11:01:24;12:52:17;;10087519;PLPA-PR-U11-010717;UGP11;Brak bębna powietrza;0,00E+00;H;1;103;Zużycie;108;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12523811;1P;06.02.2025;13:23:18;17:33:13;X;10116595;PLPA-PR-U11-010703-005;UGP11;Błąd wagi nasypowej;4,17E+00;H;3;107;Awaria sterowania;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -4
12523822;1P;06.02.2025;12:40:43;15:35:23;X;10116394;PLPA-PR-U11-010703-004;UGP11;Uszkodzona złączka gęsto;2,91E+00;H;3;104;Złamanie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12524184;1P;06.02.2025;22:00:02;00:00:00;X;10085216;PLPA-PR-U11-010716;UGP11;Brak nakładki na manometrze;0,00E+00;H;1;;;;LINIA WAŻĄCO-PAKUJĄCA 7 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Kartoniarka
12524499;1P;07.02.2025;07:03:30;22:13:14;X;10087519;PLPA-PR-U11-010717;UGP11;Awaria przekladacza dolnej folii;1,52E+01;H;3;104;Złamanie;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12524369;1P;07.02.2025;02:39:02;03:17:05;X;10116401;PLPA-PR-U11-010703-004;UGP11;Nóż Nie rozcina foli;6,34E-01;H;3;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12524434;1P;07.02.2025;03:02:03;04:09:32;X;10115783;PLPA-PR-U11-010703-006;UGP11;Dziury w zgrzewie poprzecznym foli;1,12E+00;H;3;100;Deformacja;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12524795;1P;07.02.2025;09:41:28;12:39:34;X;10115783;PLPA-PR-U11-010703-006;UGP11;Awaria uruchomienia maszyny;2,97E+00;H;3;107;Awaria sterowania;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12525011;1P;07.02.2025;12:28:04;14:55:05;X;10127175;PLPA-PR-U11-010703-004;UGP11;Wymiana węża wyciągu;2,45E+00;H;1;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-0
12524804;1P;07.02.2025;09:50:38;00:00:00;X;10152113;PLPA-PR-U11-010703-002;UGP11;Brak podawania kleju robotecha;0,00E+00;H;2;;;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Kartoniarka czapkarka
12524972;1P;07.02.2025;11:02:14;12:38:20;X;10116594;PLPA-PR-U11-010703-005;UGP11;Awaria zamykania kartonika;1,60E+00;H;2;103;Zużycie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -1
12525491;1P;07.02.2025;16:06:49;00:00:00;X;10116594;PLPA-PR-U11-010703-005;UGP11;Pęknięta osłona robotecha;0,00E+00;H;1;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -1
12525298;1P;07.02.2025;16:56:37;18:02:24;X;10115762;PLPA-PR-U11-010703-004;UGP11;Awaria bufora paletyzera t23;1,10E+00;H;3;107;Awaria sterowania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Paletyzacja transportery
12525650;1P;07.02.2025;19:00:51;20:14:17;X;10115782;PLPA-PR-U11-010703-004;UGP11;Brak rozcinania cukierka;1,22E+00;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1
12525711;1P;07.02.2025;19:33:32;20:25:00;X;10152109;PLPA-PR-U11-010703-002;UGP11;Awaria windy paletyzacja Bufor;8,58E-01;H;2;110;Przerwa w obwodzie;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -5
12525960;1P;07.02.2025;23:44:51;02:08:48;X;10115784;PLPA-PR-U11-010703-006;UGP11;Uszkodzone ssawki robota;2,64E+01;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12525871;1P;07.02.2025;21:23:59;22:47:15;X;10079670;PLPA-PR-U11-010703-005;UGP11;Złe sklejanie covera;1,39E+00;H;3;100;Deformacja;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zrobotyzowane urząd.nakład.cover 1
12525951;1P;07.02.2025;23:38:24;05:50:41;X;10087519;PLPA-PR-U11-010717;UGP11;Uszkodzona grzałka zgrzewku wstępnego;6,20E+00;H;3;110;Przerwa w obwodzie;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12525988;1P;08.02.2025;04:31:13;11:56:15;X;10152109;PLPA-PR-U11-010703-002;UGP11;Uszkodzony przewód pozycji siłownika;5,54E+01;H;2;110;Przerwa w obwodzie;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -5
12526331;1P;08.02.2025;10:41:52;11:51:00;X;10115783;PLPA-PR-U11-010703-006;UGP11;Wymiana zabieraka ,łańcucha;1,15E+00;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12525849;1P;08.02.2025;07:26:02;11:51:14;X;10116401;PLPA-PR-U11-010703-004;UGP11;Porwany pas przed detektorem;4,42E+00;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12525958;1P;08.02.2025;11:06:33;17:35:53;X;10117922;PLPA-PR-U11-010703-003;UGP11;Urwany wspornik otwieracza;6,49E+00;H;1;103;Zużycie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Rozkładacz form 2               005112
12526142;PT;08.02.2025;07:13:30;00:00:00;;10152446;PLPA-PR-U11-010703-003;UGP11;NAPRAWA SERWISOWA MYJKA CIŚNIENIOWA -ABT;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Myjka ciśnieniowa
12526146;1P;08.02.2025;07:49:33;11:25:38;X;10115783;PLPA-PR-U11-010703-006;UGP11;Urwany pas do opuszczania pustych form;3,60E+00;H;2;102;Zacinanie się;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12526178;1P;08.02.2025;16:32:23;02:08:34;;10087519;PLPA-PR-U11-010717;UGP11;Pistolet nie podaje kleju;0,00E+00;H;2;102;Zacinanie się;108;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12526281;1P;08.02.2025;11:14:19;15:32:04;X;10117914;PLPA-PR-U11-010703-003;UGP11;Nieszczelność powietrza;4,30E+00;H;1;106;Wyciek;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Przekładacz na trans. siat. 1   005113
12526456;1P;08.02.2025;14:25:30;15:34:47;X;10117913;PLPA-PR-U11-010703-003;UGP11;Urwany wspornik otwieracza;1,15E+00;H;1;103;Zużycie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Rozkładacz form 1             005111
12526247;1P;08.02.2025;19:17:30;19:55:47;X;10117944;PLPA-PR-U11-010703-003;UGP11;Uszkodzony czujnik od klapy serwisowej;6,38E-01;H;2;107;Awaria sterowania;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Oblewarka
12526444;1P;08.02.2025;15:12:11;17:42:57;X;10079670;PLPA-PR-U11-010703-005;UGP11;Regulacja Łopatki;2,51E+00;H;2;106;Wyciek;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zrobotyzowane urząd.nakład.cover 1
12526546;1P;09.02.2025;02:49:11;03:05:18;X;10152109;PLPA-PR-U11-010703-002;UGP11;Uszkodzona czujnik;2,69E-01;H;2;107;Awaria sterowania;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -5
12526564;1P;08.02.2025;18:28:48;00:53:46;X;10115783;PLPA-PR-U11-010703-006;UGP11;Nie docina cukierka;6,42E+00;H;1;103;Zużycie;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12526583;1P;08.02.2025;17:27:30;17:35:10;X;10116480;PLPA-PR-U11-010716;UGP11;USZKODZONY CZUJNIK;1,28E-01;H;3;110;Przerwa w obwodzie;108;LINIA WAŻĄCO-PAKUJĄCA 7 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Linia pakowania wieloformatowego
12526696;1P;08.02.2025;23:38:55;02:08:21;X;10115784;PLPA-PR-U11-010703-006;UGP11;Kolizja łańcucha pirottino;2,49E+00;H;2;102;Zacinanie się;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12526760;1P;09.02.2025;02:07:21;05:06:36;X;10116594;PLPA-PR-U11-010703-005;UGP11;Awaria kartoniarki nr.1;2,99E+00;H;3;102;Zacinanie się;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -1
12526794;1P;09.02.2025;07:44:16;09:38:26;X;10132055;PLPA-PR-U11-010721;UGP11;Kolizja siłownika 341Y1;1,90E+00;H;3;104;Złamanie;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12526970;1P;09.02.2025;10:32:21;10:59:00;X;10138439;PLPA-PR-U11-010721;UGP11;Awaria siłownika 241Y1;4,44E-01;H;3;107;Awaria sterowania;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Szafa sterownicza linii
12526972;1P;09.02.2025;18:01:24;10:14:39;X;10087519;PLPA-PR-U11-010717;UGP11;Awaria elau  navette;1,60E+03;H;3;107;Awaria sterowania;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Maszyna pakująca Ermetico 1     003230
12526824;1P;09.02.2025;08:22:23;15:31:48;X;10115783;PLPA-PR-U11-010703-006;UGP11;Uszkodzony pistolet powietrza;1,03E+02;H;1;104;Złamanie;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12526827;1P;09.02.2025;10:48:28;12:29:00;X;10132055;PLPA-PR-U11-010721;UGP11;Uszkodzone zęby napędu;1,68E+00;H;3;104;Złamanie;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12526715;1P;09.02.2025;18:53:59;19:30:02;X;10117895;PLPA-PR-U11-010703-003;UGP11;Pęknięta rura od próżni;6,01E-01;H;2;103;Zużycie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 -Zespół podawania migdała
12526597;1P;09.02.2025;16:47:13;00:00:00;;10116557;PLPA-PR-U11-010703-007;UGP11;Szalka nr 12 nie działa;0,00E+00;H;1;;;;LINIA WAŻĄCO-PAKUJĄCA 9(VRAC)RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Foliarka pionowa
12526957;1P;09.02.2025;13:04:21;13:51:33;X;10116401;PLPA-PR-U11-010703-004;UGP11;Brak rozcinania cukierka;7,87E-01;H;3;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12526884;1P;09.02.2025;17:07:15;17:40:14;X;10201855;PLPA-PR-U11-010709;UGP11;Awaria silnika taśmy wejściowej;5,50E-01;H;3;107;Awaria sterowania;;LINIA WAŻĄCO-PAKUJĄCA 12 T9 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Transporter płytkowy
12527100;1P;09.02.2025;16:51:34;00:00:00;;10116564;PLPA-PR-U11-010703-007;UGP11;Uszkodzona osłona wagi , brak mocowania;0,00E+00;H;1;;;;LINIA WAŻĄCO-PAKUJĄCA 9(VRAC)RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zaklejacz kartonów
12526749;1P;09.02.2025;15:05:24;15:34:11;X;10132055;PLPA-PR-U11-010721;UGP11;Pęknięte zęby;4,80E-01;H;3;104;Złamanie;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12527043;1P;09.02.2025;12:25:00;17:16:05;X;10201855;PLPA-PR-U11-010709;UGP11;Awaria silnika;4,85E+00;H;3;107;Awaria sterowania;;LINIA WAŻĄCO-PAKUJĄCA 12 T9 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Transporter płytkowy
12527055;1P;09.02.2025;18:36:58;18:50:49;X;10116480;PLPA-PR-U11-010716;UGP11;AWARIA ELAU;2,31E-01;H;3;107;Awaria sterowania;108;LINIA WAŻĄCO-PAKUJĄCA 7 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Linia pakowania wieloformatowego
12527082;1P;09.02.2025;17:08:14;17:37:56;X;10132055;PLPA-PR-U11-010721;UGP11;Awaria serwonapędu 33M1;4,95E-01;H;3;107;Awaria sterowania;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12527028;1P;10.02.2025;00:36:59;01:29:24;X;10116483;PLPA-PR-U11-010716;UGP11;Urwane mocowanie siłownika;8,74E-01;H;1;104;Złamanie;108;LINIA WAŻĄCO-PAKUJĄCA 7 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Szafa sterownicza linii
12527103;1P;09.02.2025;18:51:13;22:03:06;X;10085216;PLPA-PR-U11-010716;UGP11;Kartoniarka 4 T-15 rygle nie działają.;3,20E+00;H;3;102;Zacinanie się;108;LINIA WAŻĄCO-PAKUJĄCA 7 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Kartoniarka
12527214;1P;10.02.2025;02:33:56;03:08:32;X;10116401;PLPA-PR-U11-010703-004;UGP11;Wymiana pasa pod przekladaczem;5,77E-01;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12527326;1P;10.02.2025;06:36:39;17:22:28;X;10116466;PLPA-PR-U11-010718;UGP11;Zalana głowica drukarki;1,08E+01;H;2;113;Błąd uziemienia / Błąd zerowania;;LINIA WAŻĄCO-PAKUJĄCA 8 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Linia pakowania Piatta
12527359;PT;10.02.2025;06:58:52;00:00:00;;10117886;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD MODUŁU TNACEGO;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2 - Moduł tnący 1
12527520;PT;10.02.2025;06:59:55;00:00:00;;10117887;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD MODUŁU TNACEGO;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2- Moduł tnący 2
12527521;PT;10.02.2025;07:01:54;00:00:00;;10153200;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD PODAJNIKA MIGDAŁA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Podajnik migdała Labotek
12527522;PT;10.02.2025;07:04:40;00:00:00;;10155428;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD WYMIANA FILTRÓW;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Odkurzacz
12527523;PT;10.02.2025;07:06:28;00:00:00;;10117911;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD CHŁODNII;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Chłodnia 1  002107
12527524;PT;10.02.2025;07:07:43;00:00:00;;10117914;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD PRZEKŁADACZA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Przekładacz na trans. siat. 1   005113
12527525;PT;10.02.2025;07:09:49;00:00:00;;10152233;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD TRANSPORTERA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Tran.ślimakowy  do zasypu 1
12527526;PT;10.02.2025;07:11:08;00:00:00;;10118745;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD  SIATKI;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Transporter siatkowy
12527527;PT;10.02.2025;07:12:17;00:00:00;;10117890;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD CZUJNIKÓW;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Transporter główny modelatora
12527529;PT;10.02.2025;07:27:09;00:00:00;;10116400;PLPA-PR-U11-010703-004;UGP11;PRZEGLĄD WYMIANA TAŚM;0,00E+00;H;;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pakowarka pozioma 5
12527551;PT;10.02.2025;07:29:24;00:00:00;;;PLPA-PR-U11-010703-004;UGP11;PRZEGLĄD SZAF STEROWNICZYCH;0,00E+00;H;;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;
12527552;PT;10.02.2025;07:31:08;00:00:00;;10116709;PLPA-PR-U11-010703-005;UGP11;PRZEGLĄD LINII PAKOWANIA;0,00E+00;H;;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Linia pakowania wielofor. T15/T23
12527553;PT;10.02.2025;07:32:27;00:00:00;;10079687;PLPA-PR-U11-010703-005;UGP11;PRZEGLĄD TRANSPORTERA PIONOWEGO;0,00E+00;H;;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Transporter pionowy linii 1-2
12527554;PT;10.02.2025;07:35:08;00:00:00;;10129663;PLPA-PR-U11-010703-006;UGP11;PRZEGLĄD UKŁADU KLEJENIA;0,00E+00;H;;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Zaklejarka Kartonów
12527555;PT;10.02.2025;07:38:24;00:00:00;;;PLPA-PR-U11-010717;UGP11;PRZEGLĄD CZUJNIKÓW;0,00E+00;H;;;;;LINIA PAKUJĄCA ERMETICO RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;
12527556;PT;10.02.2025;07:40:12;00:00:00;;10152113;PLPA-PR-U11-010703-002;UGP11;PRZEGLĄD CZAPKARKI;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Kartoniarka czapkarka
12527761;PT;10.02.2025;07:58:12;00:00:00;;10132057;PLPA-PR-U11-010721;UGP11;PRZEGLĄD ETYKIECIARKI;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół etykietowania
12527456;1P;10.02.2025;10:09:47;17:22:43;X;10116401;PLPA-PR-U11-010703-004;UGP11;Brak rozcinania cukierka;7,22E+00;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12527906;1P;10.02.2025;11:16:04;17:22:54;X;10116561;PLPA-PR-U11-010703-007;UGP11;Brak przesuwu kartonów w magazynku;6,11E+00;H;2;103;Zużycie;108;LINIA WAŻĄCO-PAKUJĄCA 9(VRAC)RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Maszyna formująca kartony
