Nr zlecenia;Rodzaj zlecenia;Zakład;Lokalizacja / zakład;Krótki tekst;Line functional location;Ozn. lokaliz. funkc.;Impianto functional location;Ozn. lokaliz. funkc.;Urządzenie;Oznaczenie obiektu;Odpow. stanow. rob.;Status systemu;Baz. term. rozp.;Baz.term.zak.;Wprowadził(a);Data wprowadzenia;Godzina utworzenia;Zawiadomienie;Rodzaj zawiadomienia;Notification Long Text;Utworzono dnia;Utworzone przez;Problem;Kod uszkodzenia;Tekst dot. szkody;Część obiektu;Kod części obiektu;Tek. kodu części ob.;Przyczyna;Kod przyczyny;Tekst kodu przyczyny;Początek zakłócenia;Pocz. zakłóc. (godz.);Koniec zakłócenia;Koniec zakłóc.(godz.);Żądane rozpoczęcie;Żądana godzina rozp.;Żądane zakończenie;Żądana godz. zak.;Czas przestoju;Jedn. czasu przest.;Zmienione przez;Zmienione dnia
50000224872;PLM1;PLPA;UGP12;NR2, AWARIA ROBOTA F4_407;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10126282;1 - Zespół pickerów Schubert;90300020;ZAK  CZPT BrMt KWS  PRRO;08.06.2025;08.06.2025;ROTUSPATR1;08.06.2025;10:24:38;12679699;1P;08.06.2025 10:26:04 CET PATRYK ROTUSKI (ROTUSPATR1) awaria robota F4_407, brak potwierdzenia pozycji referencyjnej, próba zerow;08.06.2025;ROTUSPATR1;ZPM6;107;Awaria sterowania;;;;ZPM5;108;utrzymanie ruchu;08.06.2025;10:24:33;;00:00:00;08.06.2025;09:00:00;08.06.2025;10:00:00;0;H;DOROZKRZY1;07.07.2025
50000224873;PLM1;PLPA;UGP43;Nieprawidłowe cięcie banderoli;PLPA-PR-U43-011545;KB 3.;PLPA-PR-U43-011545-003;KB 3. Pakowanie;10101077;1-Pakowaczka 5;90300020;ZWOL CZPT BrMt KWS  MOBI PRRO;08.06.2025;;FAJDEKONR1;08.06.2025;11:09:57;12680101;1P;08.06.2025 11:54:30 CET Konrad Fajdek (FAJDEKONR1) Wymiana noży, regulacje.;08.06.2025;BROZERYK1;ZPM5;103;Zużycie;;;;ZPM5;108;utrzymanie ruchu;08.06.2025;11:07:23;08.06.2025;12:14:09;08.06.2025;11:09:54;08.06.2025;11:54:03;1,11;H;;
50000224874;PLM6;PLPA;UGP31;USZKODZONY SYGNALIZATOR;PLPA-PR-U43-011445;KB 2.;PLPA-PR-U43-011445-001;KB 2. Piece z nawilżaczami;10101884;1-Piec wafla górnego KB2;90300020;ZWOL CZPT DMNK KWS  NPT  PRRO;08.06.2025;;KLOSIJARO1;08.06.2025;12:31:59;12680081;1P;08.06.2025 12:35:23 CET JAROSŁAW KŁOSIEWICZ (KLOSIJARO1) WYMIANA SYGNALIZATORA;08.06.2025;KLOSIJARO1;ZPM6;107;Awaria sterowania;;;;ZPM5;108;utrzymanie ruchu;08.06.2025;12:31:57;;00:00:00;08.06.2025;11:30:57;08.06.2025;12:00:01;0;H;KLOSIJARO1;08.06.2025
50000224875;PLM6;PLPA;UGP41;NIEPRAWIDLOWE STEROWANIE HAMULCA;PLPA-PR-U41-011541;KB MINI 2. Modelator(OBLEWANIE)+PAKOWANI;PLPA-PR-U41-011541-002;KB MINI 2. Pakowanie;10218835;1-Paletyzacja IHS;90300020;ZWOL CZPT BrMt KWS  PRRO;08.06.2025;;ROTUSPATR1;08.06.2025;16:27:59;12680082;1P;08.06.2025 16:28:43 CET PATRYK ROTUSKI (ROTUSPATR1) sprawdzenie warunków sterowania hamulcem stołu paletyzatora +02PA1-1Z1M1,;08.06.2025;ROTUSPATR1;ZPM6;107;Awaria sterowania;;;;ZPM5;108;utrzymanie ruchu;08.06.2025;16:27:55;08.06.2025;16:45:00;08.06.2025;15:30:00;08.06.2025;16:30:00;0;H;;
50000224876;PLM1;PLPA;UGP43;BRAK PRACY AUTOMATYCZNEJ;PLPA-PR-U43-011545;KB 3.;PLPA-PR-U43-011545-003;KB 3. Pakowanie;10167875;1-Pakowaczka zbiorcza 3;90300020;ZWOL CZPT BrMt KWS  PRRO;08.06.2025;08.06.2025;KRZYSTOMA2;08.06.2025;21:39:48;12680240;1P;08.06.2025 21:41:27 CET TOMASZ KRZYSZTOSZEK (KRZYSTOMA2) Wymiana uszkodzonego czujnika indukcyjnego na robocie pobierającym kar;08.06.2025;KRZYSTOMA2;ZPM6;107;Awaria sterowania;;;;ZPM5;100;Błąd konstrukcyjny lub zły montaż;08.06.2025;21:39:46;;00:00:00;08.06.2025;18:40:46;08.06.2025;19:00:22;0;H;;
50000224877;PLM1;PLPA;UGP43;MONOPACK5 SKOKI TEMPER,KOMUTATOR GÓR.BAN;PLPA-PR-U43-011545;KB 3.;PLPA-PR-U43-011545-003;KB 3. Pakowanie;10101077;1-Pakowaczka 5;90300020;ZWOL CZPT BrMt KWS  PRRO;08.06.2025;08.06.2025;KRZYSTOMA2;08.06.2025;21:42:57;12680241;1P;08.06.2025 21:45:36 CET TOMASZ KRZYSZTOSZEK (KRZYSTOMA2) Wymiana uszkodzonego komutatora górny od banderoli, Wymiana czteropier;08.06.2025;KRZYSTOMA2;ZPM6;108;Błąd pomiaru;;;;ZPM5;100;Błąd konstrukcyjny lub zły montaż;08.06.2025;21:42:55;;00:00:00;08.06.2025;19:16:55;08.06.2025;20:00:33;0;H;;
50000224878;PLM1;PLPA;UGP21;Uszkodzony przewód od próżni;PLPA-PR-U21-010123;FIGURA CAVA;PLPA-PR-U21-010172-001;FC PAKOWANIE IFC T55;10079778;1-Maszyna pakująca IFC T55;90300020;ZWOL BrMt KWS  MOBI PRRO;08.06.2025;;GADEKJACE1;08.06.2025;23:59:37;12675373;1P;08.06.2025 23:59:54 CET JACEK GĄDEK (GADEKJACE1);04.06.2025;KUCHAKONR1;ZPM5;103;Zużycie;;;;;;;04.06.2025;08:33:36;09.06.2025;00:14:47;08.06.2025;23:59:34;08.06.2025;23:59:47;111,69;H;;
50000224879;PLM1;PLPA;UGP12;Nieprawidłowa praca kompresora;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-001;NUTELLA B-READY PREPARACJA;10126072;1-Osuszacz i sprężarki;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;09.06.2025;;WOLNILUKA1;09.06.2025;06:09:49;12679165;1P;07.06.2025 00:04:08 CET ARKADIUSZ WOJTUNIK (WOJTUARKA1) Podczas dozowania proszków ---------------------------------------- 09.;07.06.2025;WOJTUARKA1;ZPM5;105;Zatkanie;;;;;;;06.06.2025;23:50:33;09.06.2025;10:25:03;09.06.2025;06:09:46;09.06.2025;06:18:24;0;H;DOROZKRZY1;07.07.2025
50000224880;PLM1;PLPA;UGP12;Zablokowana taśma wyjściowa. A1;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10126826;1 - Zespół flowpacków  ACMA;90300020;ZAK  BrMt KWS  MOBI PRRO;03.06.2025;;MACIESZYM1;03.06.2025;21:49:24;12674851;1P;03.06.2025 22:21:24 CET Szymon Macieja (MACIESZYM1) Odblokowanie zablokowanej taśmy;03.06.2025;JANUSCEZA1;ZPM5;102;Zacinanie się;;;;;;;03.06.2025;21:47:04;03.06.2025;22:35:12;03.06.2025;21:49:21;03.06.2025;22:20:12;0,8;H;DOROZKRZY1;07.07.2025
50000224881;PLM1;PLPA;UGP21;Etykieta;PLPA-PR-U21-010123;FIGURA CAVA;PLPA-PR-U21-010169-002;FC PAKOWANIE IFC T110 2;10164251;1-Maszyna pakująca IFC T110 2;90300030;ZWOL BrMt KWS  MOBI PRRO;04.06.2025;;KOLICPATR2;04.06.2025;00:38:27;12674906;1P;04.06.2025 00:39:13 CET Patryk Koliczkowski (KOLICPATR2) Ustawianie pozycji kamery od etykiety, parametrów i ostrości (23.30-0;03.06.2025;KUCHAKONR1;ZPM6;107;Awaria sterowania;PM1;0040;Części daleko od miejsca naprawy;ZPM5;108;utrzymanie ruchu;03.06.2025;22:56:56;04.06.2025;22:42:17;04.06.2025;00:38:24;04.06.2025;00:38:34;23,76;H;;
50000224882;PLM1;PLPA;UGP32;AWARIA OBWODU BEZP;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012110;Prep2 Krem KB;10108348;1-Dwuwalcarka VW9201;90300020;ZAK  BrMt KWS  PRRO;05.06.2025;05.06.2025;PISKOJACE1;05.06.2025;20:44:52;12677678;1P;;05.06.2025;PISKOJACE1;;;;;;;;;;05.06.2025;20:44:46;;00:00:00;05.06.2025;20:44:46;;00:00:00;0;H;KOMORPATR1;15.07.2025
50000224883;PLM1;PLPA;UGP32;AWARIA OBWODU BEZP;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012110;Prep2 Krem KB;10108348;1-Dwuwalcarka VW9201;90300020;ZAK  CZPT DMNK KWS  NPT  PRRO;05.06.2025;05.06.2025;PISKOJACE1;05.06.2025;20:47:03;12677679;1P;05.06.2025 20:52:12 CET JACEK PISKÓRZ (PISKOJACE1) uszkodzona krańcówka obwodu bezp kraty przód / wymiana poprawa/ regulacja;05.06.2025;PISKOJACE1;ZPM6;107;Awaria sterowania;;;;ZPM5;108;utrzymanie ruchu;05.06.2025;20:46:56;;00:00:00;05.06.2025;18:00:56;05.06.2025;20:00:21;0;H;KOMORPATR1;15.07.2025
50000224884;PLM6;PLPA;UGP12;Uszkodzony wsyp młynka cupole;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-002;NUTELLA B-READY MODELATOR;10126170;1-Młynki  ścin. wafla dolnego i górnego;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;06.06.2025;;BANASGRZE2;06.06.2025;10:15:18;12666274;1P;06.06.2025 10:16:34 CET GRZEGORZ BANASIEWICZ (BANASGRZE2) Naprawa;28.05.2025;CHROBMARI1;ZPM5;104;Złamanie;;;;;;;28.05.2025;08:57:17;06.06.2025;10:37:35;06.06.2025;10:15:14;06.06.2025;10:15:31;0;H;DOROZKRZY1;07.07.2025
50000224885;PLM1;PLPA;UGP12;A2 robot nr 2 nie pobiera display;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10127015;1 - Zespół kartoniarek Abrigo;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;06.06.2025;;BOGUSMARI1;06.06.2025;19:23:54;12679055;1P;06.06.2025 20:53:06 CET MACIEJ FRĄCZEK (FRACZMACI1) Źle dokonana procedura przezbrojenia na pierwszej zmianie;06.06.2025;KRASOKRZY1;ZPM6;107;Awaria sterowania;;;;ZPM5;103;Błąd operatora/brak szkoleń użytkownika;06.06.2025;19:22:11;07.06.2025;05:39:56;06.06.2025;19:23:51;06.06.2025;20:52:31;10,3;H;DOROZKRZY1;07.07.2025
50000224886;PLM1;PLPA;UGP03;WYCIEK;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012211;Ciemny krem (K CARDS/KJ);10166718;1-Pięciowalcarka W3312;90300020;ZAK  CZPT BrMt BŁKL KWS  PRRO;08.06.2025;08.06.2025;WATALARTU1;08.06.2025;23:35:24;12680280;1P;08.06.2025 23:36:32 CET Artur WATAŁA (WATALARTU1) usuniecie wycieku wody pieciowalcarka prep.3;08.06.2025;WATALARTU1;ZPM5;106;Wyciek;PM1;0040;Części daleko od miejsca naprawy;ZPM5;112;Niska jakość części zamiennych;08.06.2025;23:35:20;;00:00:00;08.06.2025;23:35:20;;00:00:00;0;H;KOMORPATR1;15.07.2025
50000224887;PLM1;PLPA;UGP21;Awaria przekładacza źle odkłada figurki;PLPA-PR-U21-010123;FIGURA CAVA;PLPA-PR-U21-010179-001;FC PAKOWANIE IFC T75 1;10127105;1-Maszyna pakująca IFC T75 1;90300020;ZWOL BrMt KWS  MOBI PRRO;09.06.2025;;TARKAKAMI1;09.06.2025;22:33:30;12681900;1P;10.06.2025 05:09:44 CET KAMIL TARKA (TARKAKAMI1);09.06.2025;MUSZYGRZE1;ZPM5;100;Deformacja;;;;;;;09.06.2025;22:29:21;10.06.2025;05:24:38;09.06.2025;22:33:27;10.06.2025;05:09:38;6,92;H;;
50000224888;PLM2;PLPA;UGP03;WYCIEK Z USZCZELNIENIA WAŁU;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012010;PREP. Kremu RAF;10108216;1-Plastyfikator VE9111;90300020;ZAK  BrMt BŁKL KWS  PRRO;10.06.2025;10.06.2025;CHRABDARI1;10.06.2025;00:32:07;12681802;PT;;10.06.2025;CHRABDARI1;;;;;;;;;;10.06.2025;00:32:06;;00:00:00;10.06.2025;00:32:05;;00:00:00;0;H;KOMORPATR1;15.07.2025
50000224889;PLM1;PLPA;UGP12;Siłownik nie odbija;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10126856;1 - Zespół kartoniarek SCHUBERT;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;10.06.2025;;BOGUSMARI1;10.06.2025;23:39:17;12683600;1P;11.06.2025 00:30:58 CET MARIUSZ BOGUSZ (BOGUSMARI1) Naprawa narzędzia;10.06.2025;WILKMATE1;ZPM5;103;Zużycie;;;;;;;10.06.2025;23:38:25;11.06.2025;03:08:08;10.06.2025;23:39:14;11.06.2025;00:30:35;3,5;H;DOROZKRZY1;07.07.2025
50000224890;PLM1;PLPA;UGP43;USZKODZONE ŁOŻYSKA WAŁKA TAŚMY WEJŚCIOWE;PLPA-PR-U43-011445;KB 2.;PLPA-PR-U43-011445-003;KB 2. Pakowanie;10102217;1-Robot T15 5;90300020;ZWOL CZPT BrMt KWS  PRRO;12.06.2025;12.06.2025;SZPARDANI1;12.06.2025;12:09:49;12684629;1P;;12.06.2025;SZPARDANI1;ZPM5;103;Zużycie;;;;ZPM5;108;utrzymanie ruchu;12.06.2025;12:09:45;12.06.2025;12:40:00;12.06.2025;11:50:00;12.06.2025;12:25:00;0,5;H;;
50000224891;PLM1;PLPA;UGP03;WYMIANA MOCOWANIA CZUJNIKA;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012010;PREP. Kremu RAF;10108206;1-Plastyfikator polewy RAF VE9105;90300020;ZAK  CZPT BŁKL DMNK KWS  NPT  PRRO;12.06.2025;12.06.2025;DOMINJAKU2;12.06.2025;19:11:59;12685196;1P;;12.06.2025;DOMINJAKU2;;;;;;;;;;12.06.2025;19:11:55;;00:00:00;12.06.2025;19:11:55;;00:00:00;0;H;KOMORPATR1;15.07.2025
50000224892;PLM1;PLPA;UGP11;ZABLOKOWANA WINDA;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-003;MODELATOR RAFFAELLO;10117959;1-Zespół dystrybucji tac 24x6;90300020;ZAK  CZPT DMNK KWS  NPT  PRRO;13.06.2025;13.06.2025;LESKOANDR1;13.06.2025;17:25:27;12685776;1P;;13.06.2025;LESKOANDR1;ZPM5;102;Zacinanie się;;;;ZPM5;108;utrzymanie ruchu;13.06.2025;17:25:25;;00:00:00;13.06.2025;12:00:25;13.06.2025;12:50:36;0;H;DOROZKRZY1;07.07.2025
50000224893;PLM1;PLPA;UGP43;NAPRAWA KRAŃCÓWKI;PLPA-PR-U43-011545;KB 3.;PLPA-PR-U43-011545-003;KB 3. Pakowanie;10101079;1-Pakowaczka 7;90300020;ZWOL CZPT BrMt KWS  PRRO;13.06.2025;13.06.2025;GOZDZJARO2;13.06.2025;17:30:27;12686320;1P;13.06.2025 17:31:55 CET Jarosław Goździk (GOZDZJARO2) Naprawa obwodów bezpieczeństwa/regulacja czujnika chwytaka górnego;13.06.2025;GOZDZJARO2;ZPM6;108;Błąd pomiaru;;;;ZPM5;108;utrzymanie ruchu;13.06.2025;17:30:22;;00:00:00;13.06.2025;11:31:22;13.06.2025;12:10:56;0;H;;
50000224894;PLM6;PLPA;UGP43;Łożyska do wymiany;PLPA-PR-U43-011445;KB 2.;PLPA-PR-U43-011445-003;KB 2. Pakowanie;10102053;1-Pakowaczka 7;90300020;ZWOL CZPT DMNK KWS  MOBI NPT  PRRO;14.06.2025;;ZIELIWOJC1;14.06.2025;09:41:33;12686784;1P;14.06.2025 14:09:37 CET WOJCIECH ZIELIŃSKI (ZIELIWOJC1);14.06.2025;NOWAKPAWE1;ZPM5;103;Zużycie;PM1;0040;Części daleko od miejsca naprawy;ZPM5;108;utrzymanie ruchu;14.06.2025;08:00:06;14.06.2025;14:24:05;14.06.2025;09:41:30;14.06.2025;14:09:05;0;H;ZIELIWOJC1;14.06.2025
50000224895;PLM1;PLPA;UGP22;Zerwana piła;PLPA-PR-U22-010320;KJ MODELOWANIE TARTUFINO;PLPA-PR-U22-010320-002;KJ MODELATOR TARTUFINO;10118154;1-Zespół urządzeń cięcia wafla 2;90300020;ZWOL CZPT BrMt KWS  MOBI PRRO;14.06.2025;;PROCEJAKU1;14.06.2025;16:05:25;12686672;1P;14.06.2025 06:45:54 CET Kamil Wrzosek (WRZOSKAMI1) Zerwana piła przekładacz wafla 2. ----------------------------------------;14.06.2025;WRZOSKAMI1;ZPM5;103;Zużycie;;;;ZPM5;108;utrzymanie ruchu;14.06.2025;06:44:54;14.06.2025;16:36:52;14.06.2025;16:05:03;14.06.2025;16:21:52;9,87;H;;
50000224896;PLM1;PLPA;UGP12;Głośna praca;PLPA-PR-U12-010801;KINDER CARDS;PLPA-PR-U12-010801-002;KINDER CARDS MODELATOR;10226288;1-Zespół robota FANUC;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;15.06.2025;;CZACHTOMA1;15.06.2025;10:01:51;12687099;1P;15.06.2025 10:30:09 CET GRZEGORZ GRUŻEWSKI (GRUZEGRZE2) Wymiana zużytych listw;15.06.2025;CZACHTOMA1;ZPM5;102;Zacinanie się;;;;;;;15.06.2025;10:00:29;15.06.2025;10:43:32;15.06.2025;10:01:47;15.06.2025;10:28:32;0,72;H;DOROZKRZY1;07.07.2025
50000224897;PLM6;PLPA;UGP22;Opasarka wrak nr.2. Niesprawna;PLPA-PR-U22-010325;KJ LINIA 1;PLPA-PR-U22-010325-002;KJ 1 PAKOWANIE;10116428;1-Osprzęt mechaniczny linii;90300020;ZWOL CZPT BrMt KWS  MOBI PRRO;15.06.2025;;GORZYALBE1;15.06.2025;14:15:24;12685953;1P;13.06.2025 15:02:33 CET Sebastian Grzyb (GRZYBSEBA1) Złe podawanie taśmy ---------------------------------------- 15.06.2025 1;13.06.2025;GRZYBSEBA1;ZPM5;102;Zacinanie się;;;;;;;13.06.2025;15:01:37;15.06.2025;15:25:00;15.06.2025;14:15:20;15.06.2025;15:24:03;0;H;;
50000224898;PLM2;PLPA;UGP22;AWARIA CZUJNIKA SIŁOWNIKA;PLPA-PR-U22-010326;KJ LINIA 2;PLPA-PR-U22-010326-002;KJ 2 PAKOWANIE;10115610;1-Linia pakowania 2.6;90300020;OTW  BrMt DMNK KWS;15.06.2025;15.06.2025;DEKASZYM1;15.06.2025;15:14:34;12687501;PT;;15.06.2025;DEKASZYM1;;;;;;;;;;15.06.2025;15:14:32;;00:00:00;15.06.2025;15:14:32;;00:00:00;0;H;;
50000224899;PLM2;PLPA;UGP22;AWARIA SIŁOWNIKA PRZEKŁADACZA;PLPA-PR-U22-010326;KJ LINIA 2;PLPA-PR-U22-010326-002;KJ 2 PAKOWANIE;10107812;1-Linia pakowania 2.4;90300020;ZWOL DMNK KWS  NPT  PRRO;15.06.2025;15.06.2025;DEKASZYM1;15.06.2025;15:17:13;12687503;PT;;15.06.2025;DEKASZYM1;;;;;;;;;;15.06.2025;15:17:12;;00:00:00;15.06.2025;15:17:11;;00:00:00;0;H;DEKASZYM1;15.06.2025
50000224900;PLM2;PLPA;UGP11;PRZEGLĄD PRZEKŁADACZA;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-003;MODELATOR RAFFAELLO;10117914;1-Przekładacz na trans. siat. 1   005113;90300020;ZAK  DMNK KWS  NPT  PRRO;10.06.2025;10.06.2025;DOROZKRZY1;04.06.2025;06:50:38;12675283;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;06:50:15;;00:00:00;04.06.2025;06:50:36;;00:00:00;0;H;DOROZKRZY1;08.07.2025
50000224901;PLM2;PLPA;UGP11;PRZEGLĄD PODAJNIKA MIGDAŁA;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-003;MODELATOR RAFFAELLO;10127128;2-Podajnik migdała Labotek;90300020;ZAK  DMNK KWS  NPT  PRRO;10.06.2025;10.06.2025;DOROZKRZY1;04.06.2025;06:53:35;12675284;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;06:52:54;;00:00:00;04.06.2025;06:53:33;;00:00:00;0;H;DOROZKRZY1;08.07.2025
50000224902;PLM2;PLPA;UGP11;PRZEGLĄD CZUJNIKÓW;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-003;MODELATOR RAFFAELLO;10117890;1 - Transporter główny modelatora;90300020;ZAK  CZPT DMNK KWS  NPT  PRRO;10.06.2025;10.06.2025;DOROZKRZY1;04.06.2025;06:55:55;12675285;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;06:55:33;;00:00:00;04.06.2025;06:55:53;;00:00:00;0;H;DOROZKRZY1;08.07.2025
50000224903;PLM2;PLPA;UGP11;PRZEGLĄD WYMIANA NOŻY;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-004;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;10125328;2-Pakowarka pozioma 7;90300020;ZAK  CZPT DMNK KWS  NPT  PRRO;10.06.2025;10.06.2025;DOROZKRZY1;04.06.2025;06:59:00;12675286;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;06:58:35;;00:00:00;04.06.2025;06:58:59;;00:00:00;0;H;DOROZKRZY1;08.07.2025
50000224904;PLM2;PLPA;UGP11;PRZEGLĄD WYMIANA TAŚM;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-004;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;10116400;2-Pakowarka pozioma 5;90300020;ZWOL CZPT DMNK KWS  NPT  PRRO;10.06.2025;10.06.2025;DOROZKRZY1;04.06.2025;07:00:43;12675287;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;07:00:23;;00:00:00;04.06.2025;07:00:42;;00:00:00;0;H;BAJORDARI1;03.07.2025
50000224905;PLM2;PLPA;UGP11;PRZEGLĄD PAKOWARKI;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-004;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;10116400;2-Pakowarka pozioma 5;90300020;ZAK  CZPT BrMt KWS  PRRO;10.06.2025;10.06.2025;DOROZKRZY1;04.06.2025;07:02:27;12675288;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;07:02:06;;00:00:00;04.06.2025;07:02:26;;00:00:00;0;H;DOROZKRZY1;08.07.2025
50000224906;PLM2;PLPA;UGP11;PRZEGLĄD SZAF STEROWNICZYCH;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-004;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;;;90300020;ZWOL BrMt KWS  PRRO;10.06.2025;10.06.2025;DOROZKRZY1;04.06.2025;07:04:38;12675289;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;07:03:13;;00:00:00;04.06.2025;07:04:36;;00:00:00;0;H;DOROZKRZY1;04.06.2025
50000224907;PLM2;PLPA;UGP11;PRZEGLĄD TRANSPORTERA PIONOWEGO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-005;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;10151845;2-System pakowania +przenośnik pionowy;90300020;ZWOL BrMt KWS  PRRO;10.06.2025;10.06.2025;DOROZKRZY1;04.06.2025;07:07:40;12675310;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;07:07:19;;00:00:00;04.06.2025;07:07:39;;00:00:00;0;H;DOROZKRZY1;04.06.2025
50000224908;PLM2;PLPA;UGP11;PRZEGLAD KARTONIARKI;PLPA-PR-U11;UGP11 RAFFAELLO;PLPA-PR-U11-010709;LINIA WAŻĄCO-PAKUJĄCA 12 T9 RAFFAELLO;10201854;1-Kartoniarka T9;90300020;ZWOL BrMt KWS  PRRO;10.06.2025;10.06.2025;DOROZKRZY1;04.06.2025;07:10:09;12675311;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;07:09:42;;00:00:00;04.06.2025;07:10:07;;00:00:00;0;H;DOROZKRZY1;04.06.2025
50000224909;PLM2;PLPA;UGP11;PRZEGLĄD CZUJNIKÓW;PLPA-PR-U11;UGP11 RAFFAELLO;PLPA-PR-U11-010717;LINIA PAKUJĄCA ERMETICO RAFFAELLO;;;90300020;ZWOL CZPT DMNK KWS  NPT  PRRO;10.06.2025;10.06.2025;DOROZKRZY1;04.06.2025;07:12:36;12675312;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;07:12:15;;00:00:00;04.06.2025;07:12:35;;00:00:00;0;H;SMULKPIOT1;13.06.2025
50000224910;PLM2;PLPA;UGP11;PRZEGLAD KARTONIARKI;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-002;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;10130778;1-Kartoniarka T23;90300020;ZWOL DMNK KWS  NPT  PRRO;10.06.2025;10.06.2025;DOROZKRZY1;04.06.2025;07:51:55;12675315;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;07:14:36;;00:00:00;04.06.2025;07:51:53;;00:00:00;0;H;DOROZKRZY1;10.06.2025
50000224911;PLM2;PLPA;UGP05;PRZEGLĄD SZAF STEROWNICZYCH;PLPA-PR-U13-010401;TABLETS;PLPA-PR-U13-010401-001;TABLETS Creams;10228033;1-Szafa elektryczna do instalacji RIPIEN;90300020;ZWOL CZPT BŁKL DMNK KWS  NPT  PRRO;09.06.2025;09.06.2025;DOROZKRZY1;04.06.2025;08:03:53;12675316;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;07:54:31;;00:00:00;04.06.2025;08:03:52;;00:00:00;0;H;WLODAROMA1;14.06.2025
50000224912;PLM2;PLPA;UGP13;PRZEGLĄD ETYKIECIARKI;PLPA-PR-U13-010401;TABLETS;PLPA-PR-U13-010401-003;TABLETS Pakowanie;10167744;2-Etykieciarka 1;90300020;ZWOL CZPT BrMt KWS  PRRO;09.06.2025;09.06.2025;DOROZKRZY1;04.06.2025;08:15:20;12675317;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;08:14:54;;00:00:00;04.06.2025;08:15:18;;00:00:00;0;H;DOROZKRZY1;04.06.2025
50000224913;PLM2;PLPA;UGP13;PRZEGLĄD ETYKIECIARKI;PLPA-PR-U13-010401;TABLETS;PLPA-PR-U13-010401-003;TABLETS Pakowanie;10167745;2-Etykieciarka 2;90300020;ZWOL CZPT BrMt KWS  PRRO;09.06.2025;09.06.2025;DOROZKRZY1;04.06.2025;08:37:51;12675432;PT;;04.06.2025;DOROZKRZY1;;;;;;;;;;04.06.2025;08:15:52;;00:00:00;04.06.2025;08:37:49;;00:00:00;0;H;DOROZKRZY1;04.06.2025
